N,P,K,Temparature,Humidity,Crop,Moisture,Soil Type,Fertilizer Name
9,32,8,33.65,66.5,Wheat,65.99,Black,DAP
20,20,2,29.23,55.19,Wheat,29.27,Red,28-28
40,2,0,25.5,65.19,Oil seeds,38.34,Loamy,Urea
34,3,2,26.92,56.83,Wheat,44.88,Loamy,Urea
40,0,0,35.51,70.33,Paddy,59.14,Loamy,DAP
28,16,3,27.1,61.29,Tobacco,41.14,Sandy,10-26-26
0,16,13,32.66,55.25,Paddy,20,Red,10-26-26
7,27,8,35.8,55.37,Maize,57.55,Clayey,14-35-14
22,24,0,29.38,54.47,Maize,52.56,Sandy,14-35-14
7,30,8,36.66,76.82,Millets,39.74,Sandy,10-26-26
10,42,4,32.53,60.02,Wheat,29.35,Clayey,Urea
13,12,0,32.66,74.93,Pulses,33.56,Black,17-17-17
11,38,0,34.63,63.8,Maize,24.01,Black,Urea
7,28,8,24.84,62.63,Oil seeds,36.65,Black,10-26-26
16,16,1,29,44.56,Millets,33.96,Red,20-20
21,19,2,35.26,53.82,Ground Nuts,24.93,Red,Urea
5,32,5,33.42,55.5,Paddy,64.41,Black,17-17-17
40,4,0,28.04,55.51,Wheat,49.43,Sandy,28-28
22,26,4,34.9,61.86,Millets,35.47,Clayey,20-20
16,5,1,22.34,53.62,Wheat,38.61,Red,17-17-17
10,35,0,28.11,47.2,Paddy,36.8,Clayey,20-20
4,24,9,34.35,66.79,Wheat,51.52,Black,17-17-17
14,37,3,28.74,48.61,Tobacco,35.72,Red,14-35-14
12,17,0,22.56,50.58,Oil seeds,29.13,Loamy,20-20
28,14,0,26.95,50.63,Barley,43,Sandy,10-26-26
25,19,0,26.39,54.79,Wheat,46.15,Sandy,DAP
39,0,3,30.13,72.21,Ground Nuts,35.94,Red,14-35-14
35,2,0,35.71,67.62,Pulses,25.16,Red,17-17-17
19,40,0,28.88,60.85,Barley,28.57,Clayey,10-26-26
11,4,0,27.05,44.74,Sugarcane,56.64,Red,10-26-26
42,0,0,29.34,44.01,Tobacco,41.14,Loamy,14-35-14
7,37,0,39.33,67.44,Sugarcane,37.85,Loamy,14-35-14
8,40,0,28.53,59.01,Ground Nuts,60.57,Clayey,28-28
33,0,3,23.12,58.63,Cotton,37.49,Black,14-35-14
17,21,0,31.53,58.95,Paddy,51.37,Clayey,14-35-14
8,9,2,33.55,60.65,Wheat,58.59,Red,20-20
14,11,12,30.15,64.35,Pulses,67.45,Black,20-20
11,37,4,39.81,63.65,Tobacco,63.69,Red,14-35-14
4,26,11,34.51,52.14,Sugarcane,70,Clayey,28-28
26,18,0,35.66,54.44,Sugarcane,42.29,Loamy,17-17-17
44,2,0,25.65,62.92,Barley,28.49,Sandy,14-35-14
36,0,0,28.51,44.09,Ground Nuts,28.38,Black,10-26-26
12,31,0,30.09,54.43,Maize,60.02,Red,17-17-17
10,20,15,22.27,61.81,Paddy,43.11,Red,DAP
9,17,18,38.38,65.51,Maize,46.26,Black,28-28
8,39,0,32.61,50.77,Ground Nuts,63.48,Red,Urea
18,11,0,26.99,47.9,Paddy,45.66,Red,10-26-26
16,7,0,29.77,63.41,Millets,50.3,Black,17-17-17
13,41,3,28.27,59.38,Ground Nuts,45,Loamy,10-26-26
24,29,0,33.5,53.07,Cotton,46.85,Red,17-17-17
37,0,4,37.95,68.37,Pulses,55.82,Loamy,14-35-14
26,22,3,25.06,64.02,Ground Nuts,38.39,Black,DAP
14,35,0,26.79,62.91,Sugarcane,25.01,Loamy,DAP
12,41,0,26.72,52.56,Paddy,31.72,Sandy,DAP
21,21,4,22.39,61.19,Millets,37.56,Black,14-35-14
3,26,6,30.98,72.26,Wheat,70,Sandy,14-35-14
3,20,18,30.37,74.96,Maize,45.96,Sandy,Urea
16,44,2,36.58,61.79,Maize,40.55,Loamy,DAP
18,24,0,26.45,60.78,Wheat,50.52,Sandy,28-28
13,13,0,25.6,52.6,Maize,54.46,Red,Urea
35,0,2,35.57,72.13,Millets,33.41,Red,Urea
12,39,0,33.06,60.37,Millets,69.48,Sandy,28-28
17,21,0,29.39,53.28,Pulses,40.12,Loamy,Urea
46,4,4,28.21,59.37,Paddy,42.81,Red,17-17-17
7,31,4,35.57,60.63,Sugarcane,45.71,Black,14-35-14
9,18,20,37.32,76.39,Cotton,48.4,Loamy,28-28
13,37,2,40,56.27,Millets,40.77,Loamy,Urea
8,30,3,39.82,70.94,Pulses,30.3,Loamy,28-28
9,17,0,38.99,74.78,Paddy,27.58,Black,Urea
36,3,3,27.9,58.51,Millets,31.93,Red,20-20
9,32,12,33.88,68.15,Sugarcane,42.03,Sandy,28-28
19,39,1,40,71.79,Sugarcane,58.99,Black,14-35-14
10,14,0,30.18,53.72,Barley,36.61,Red,17-17-17
33,0,0,32.53,56.27,Pulses,29.85,Clayey,17-17-17
11,16,0,33.72,50.47,Pulses,44.08,Black,10-26-26
5,33,11,31.86,51.97,Tobacco,62.52,Black,28-28
39,0,4,34.28,52.14,Tobacco,44.07,Black,10-26-26
11,19,0,25.94,60.8,Ground Nuts,62.34,Clayey,Urea
23,21,1,26.63,56.66,Pulses,45.46,Red,DAP
26,25,4,35.09,63.88,Cotton,46.21,Loamy,20-20
14,9,2,32.66,59.08,Millets,54.63,Red,Urea
34,0,0,34.76,67.48,Tobacco,24.8,Loamy,17-17-17
18,40,2,31.21,56.6,Wheat,34.03,Sandy,14-35-14
4,29,4,34.72,67.85,Barley,69.81,Loamy,Urea
7,19,20,23.38,55.92,Wheat,50.56,Clayey,14-35-14
34,0,4,30.14,55.49,Oil seeds,45.37,Clayey,DAP
12,39,4,29.71,50.93,Wheat,41.83,Sandy,14-35-14
8,27,5,30.88,51,Millets,46.08,Red,28-28
19,25,0,31.28,68.41,Oil seeds,27.47,Black,10-26-26
11,22,14,32.92,77.29,Paddy,48.08,Clayey,10-26-26
16,40,2,25.87,69.73,Wheat,28.7,Clayey,17-17-17
39,1,1,30.53,63.85,Barley,56.3,Sandy,20-20
39,0,0,37.03,69.99,Paddy,42.75,Clayey,14-35-14
8,17,2,37.38,70.59,Maize,66.29,Sandy,20-20
24,17,0,28.44,55.23,Ground Nuts,33.64,Red,10-26-26
25,19,0,24.57,49.59,Ground Nuts,48.59,Sandy,17-17-17
13,13,17,25.23,48.23,Maize,21.3,Black,Urea
12,44,0,30.98,60.86,Oil seeds,33.37,Red,20-20
18,19,2,28.45,55.92,Cotton,48.02,Black,17-17-17
14,14,15,22.21,43.72,Oil seeds,21.74,Clayey,Urea
12,37,1,36.2,55.53,Sugarcane,54.66,Clayey,10-26-26
11,39,1,32.48,64.01,Tobacco,50.17,Loamy,20-20
13,8,3,29.67,60,Tobacco,70,Red,Urea
36,3,0,30.62,59.17,Ground Nuts,45.5,Sandy,20-20
16,33,0,29.51,55.64,Tobacco,28.32,Loamy,Urea
8,11,2,29.64,54.26,Cotton,30.97,Black,Urea
8,27,2,30.83,64.19,Pulses,23.01,Clayey,Urea
41,0,0,34.15,50.64,Millets,39.17,Loamy,17-17-17
7,27,8,32.54,52.1,Paddy,29.86,Sandy,20-20
24,19,4,35.15,65.46,Pulses,50.44,Red,Urea
7,41,0,32.88,70.34,Ground Nuts,29.01,Loamy,14-35-14
35,0,0,32.26,57.08,Ground Nuts,42.58,Clayey,Urea
12,36,4,28.94,60.34,Millets,31.18,Loamy,17-17-17
45,0,1,24.61,43.14,Oil seeds,27.28,Red,28-28
11,27,10,32.63,71.17,Millets,55.93,Loamy,Urea
9,27,7,31.18,72.57,Maize,46.74,Loamy,14-35-14
6,31,11,23.69,57.9,Cotton,39.61,Sandy,14-35-14
41,0,3,32.48,53.65,Tobacco,28.91,Clayey,17-17-17
26,14,0,28.7,53.21,Ground Nuts,40.31,Sandy,14-35-14
12,14,9,32.8,71.66,Oil seeds,44.08,Red,Urea
7,34,0,37.65,60.86,Maize,24.45,Black,10-26-26
3,17,16,26.1,50.4,Oil seeds,41.08,Black,28-28
9,38,0,31.22,74.54,Maize,61.36,Sandy,Urea
13,37,1,36.78,69.9,Ground Nuts,38.86,Red,DAP
33,3,0,38.75,58.17,Maize,52.93,Loamy,28-28
1,12,17,29.13,47.06,Pulses,44.06,Red,20-20
30,1,0,28.65,62.64,Pulses,41.6,Loamy,DAP
32,2,0,20.54,40.79,Cotton,56.58,Clayey,28-28
45,0,0,27.19,62.12,Cotton,35.74,Red,Urea
41,0,2,29.74,53.77,Tobacco,40.06,Red,17-17-17
10,15,10,33.98,67.67,Oil seeds,62.06,Black,DAP
9,12,4,28.91,67.6,Pulses,39.3,Red,DAP
10,15,17,26.09,50.03,Millets,60.84,Sandy,20-20
32,0,0,29.22,54.96,Ground Nuts,70,Black,10-26-26
9,20,18,27.68,66.84,Oil seeds,28.69,Black,28-28
10,14,0,21.94,46.3,Sugarcane,27.7,Loamy,14-35-14
9,39,2,32.27,54.7,Ground Nuts,59.44,Sandy,DAP
36,0,0,29.59,47.26,Ground Nuts,67.15,Loamy,14-35-14
37,0,0,38.97,61.93,Tobacco,48.53,Black,DAP
36,0,0,40,63.37,Maize,45.26,Sandy,14-35-14
6,36,2,32.81,73.39,Pulses,41.77,Sandy,28-28
13,9,4,36.48,66.13,Cotton,30.41,Black,DAP
45,1,4,31.25,67.15,Tobacco,42.57,Sandy,17-17-17
17,23,0,24.83,57.76,Ground Nuts,31.75,Sandy,14-35-14
19,33,3,29.72,53.18,Cotton,42.19,Sandy,DAP
22,21,0,27.26,43.94,Paddy,42.1,Loamy,14-35-14
39,0,0,34.34,55.85,Wheat,27.98,Black,28-28
8,14,15,23.7,41.13,Ground Nuts,58.8,Sandy,Urea
8,32,4,33.32,71.88,Sugarcane,37.86,Loamy,20-20
38,0,0,27.34,55.87,Pulses,43.75,Clayey,10-26-26
6,23,12,22.71,49.95,Tobacco,45.22,Loamy,14-35-14
12,12,0,29.55,59.76,Wheat,58.15,Clayey,14-35-14
13,17,5,33.39,53.49,Tobacco,50.08,Sandy,28-28
37,0,0,31.64,68.77,Ground Nuts,39.39,Sandy,20-20
16,7,17,23.18,46.72,Paddy,29.53,Black,17-17-17
7,10,0,24.94,66.7,Pulses,66.09,Sandy,17-17-17
10,19,17,21.74,44.09,Barley,59.39,Sandy,Urea
35,0,0,30.28,63.74,Pulses,54.26,Loamy,17-17-17
20,22,0,23.22,49.73,Pulses,51.54,Clayey,20-20
25,20,3,29.69,47.64,Ground Nuts,46.87,Clayey,14-35-14
15,16,7,35.79,55.43,Maize,70,Black,DAP
10,26,11,38.68,77.89,Maize,35.76,Loamy,14-35-14
13,40,0,34.07,60.31,Barley,40.04,Red,20-20
22,22,0,29.16,66.79,Ground Nuts,59.72,Sandy,17-17-17
12,44,2,36.5,69.77,Ground Nuts,62.08,Loamy,10-26-26
7,13,17,27.05,63.35,Paddy,58.77,Red,DAP
10,33,0,31.49,71.13,Barley,61.76,Black,28-28
21,23,0,30.84,59.19,Wheat,45.38,Loamy,14-35-14
9,25,8,34.3,52.7,Wheat,60.28,Sandy,20-20
3,29,3,31.13,73.3,Barley,29.78,Loamy,DAP
28,20,2,28.87,58.01,Tobacco,36.28,Sandy,20-20
8,13,4,36.02,63.58,Tobacco,41.22,Red,14-35-14
35,0,4,35.93,59.27,Oil seeds,55.76,Sandy,DAP
12,38,2,32.15,54.75,Cotton,62.62,Loamy,DAP
43,2,4,23.42,58.34,Millets,36.7,Clayey,28-28
10,17,20,24.23,54.91,Maize,32.3,Loamy,20-20
12,33,1,28.51,48.44,Cotton,45.73,Black,Urea
14,36,0,32.06,55.34,Paddy,56.8,Sandy,DAP
40,0,0,31.18,54.19,Tobacco,43.3,Loamy,17-17-17
10,45,0,33.59,54.6,Barley,51.9,Loamy,Urea
17,31,0,30.36,59.8,Millets,70,Red,Urea
7,26,14,28.79,64.17,Tobacco,68.25,Sandy,20-20
18,22,1,28.74,44.89,Cotton,43.99,Black,14-35-14
32,0,2,32.33,48.88,Sugarcane,31.39,Black,DAP
12,21,20,39.12,61.14,Millets,51.1,Red,Urea
11,12,0,34.71,54.08,Millets,46.09,Loamy,Urea
14,9,0,30.34,64.88,Barley,34.89,Sandy,17-17-17
12,40,3,27.59,52.12,Tobacco,42.52,Red,17-17-17
12,39,0,35.14,69.39,Wheat,45.5,Black,Urea
44,4,0,29.61,55.37,Barley,42.37,Clayey,10-26-26
16,40,0,27.8,61.15,Tobacco,38.19,Black,14-35-14
12,41,1,39.34,73.55,Barley,37.74,Sandy,10-26-26
10,10,0,25.49,58.9,Maize,27.75,Sandy,10-26-26
38,1,0,30.35,62.68,Cotton,46.39,Black,20-20
20,23,0,29.31,65.11,Tobacco,40.63,Black,14-35-14
11,39,0,30.84,76.53,Cotton,34,Loamy,Urea
21,23,0,34.51,54.23,Sugarcane,48.09,Loamy,DAP
21,24,2,29.97,59.98,Tobacco,41.02,Loamy,10-26-26
10,13,22,29.54,46.05,Maize,47.43,Clayey,10-26-26
18,21,2,29.6,65.96,Maize,27.64,Sandy,DAP
4,30,4,32.18,62.78,Pulses,23.55,Loamy,20-20
39,1,4,32.29,62.31,Tobacco,33.23,Sandy,10-26-26
11,18,14,36.35,69.02,Sugarcane,43.17,Loamy,28-28
14,38,0,37.33,59.48,Wheat,53.07,Clayey,DAP
10,43,4,38.06,52.11,Ground Nuts,41.53,Clayey,14-35-14
14,33,3,29.52,68.99,Paddy,56.83,Sandy,20-20
10,28,9,40,78.86,Sugarcane,52.13,Clayey,17-17-17
20,26,0,22.07,51.67,Tobacco,51.97,Clayey,14-35-14
14,10,0,30.67,50.16,Cotton,40.76,Black,17-17-17
11,34,5,25.98,62.89,Oil seeds,61.12,Red,10-26-26
18,20,1,29.25,53.85,Maize,33.95,Red,14-35-14
10,9,0,26.51,60.56,Barley,35.77,Loamy,DAP
10,29,6,26.7,52.31,Sugarcane,61.77,Clayey,DAP
21,25,0,25.95,62.86,Oil seeds,51.74,Clayey,20-20
19,27,4,24.2,60.2,Oil seeds,34.14,Loamy,28-28
24,28,0,23,52.82,Millets,37.28,Clayey,DAP
10,11,0,31.77,57.58,Sugarcane,49.46,Sandy,20-20
3,21,21,30.35,73.19,Ground Nuts,41.73,Sandy,17-17-17
9,9,0,32.72,56.31,Paddy,41.59,Sandy,17-17-17
11,26,10,32.17,56.59,Oil seeds,62.96,Clayey,28-28
17,38,4,29.6,58.17,Millets,40.56,Red,DAP
3,16,18,29.06,62.14,Ground Nuts,45.05,Red,28-28
44,2,0,25.43,50.72,Sugarcane,42.78,Clayey,Urea
3,29,11,31.93,61.7,Pulses,61,Loamy,17-17-17
18,16,0,38.76,72.35,Pulses,28.4,Black,28-28
7,17,14,22.95,47.87,Sugarcane,42.49,Red,14-35-14
18,20,0,35.14,69.77,Ground Nuts,31.06,Sandy,10-26-26
16,11,0,22.81,48.89,Maize,28.47,Loamy,20-20
31,0,0,38.07,62.7,Maize,66.49,Red,20-20
39,3,0,24.17,62.74,Wheat,42.08,Black,17-17-17
39,4,0,29.03,66.58,Ground Nuts,27.4,Loamy,28-28
4,8,0,37.98,57.42,Pulses,48.64,Loamy,10-26-26
14,16,21,24.2,63.32,Sugarcane,30.41,Red,17-17-17
13,40,1,39.47,72.83,Tobacco,59.41,Sandy,28-28
38,4,2,32.72,59.26,Millets,37.37,Loamy,10-26-26
6,12,18,23.61,40.7,Paddy,39.71,Clayey,14-35-14
7,11,0,24.04,65.32,Ground Nuts,45.42,Clayey,20-20
5,26,8,26.11,65.75,Tobacco,70,Red,17-17-17
21,17,3,32.02,53.18,Cotton,50.78,Sandy,Urea
14,8,18,29.17,59.16,Wheat,55.51,Loamy,14-35-14
12,7,0,28.74,54.8,Millets,58.08,Black,14-35-14
35,1,4,28.05,53.77,Pulses,30.81,Loamy,20-20
39,0,3,30.96,57.8,Sugarcane,42.72,Red,14-35-14
10,35,0,32.12,70.24,Barley,29.28,Red,20-20
22,21,2,31.52,56.11,Pulses,29.79,Clayey,Urea
17,10,0,39.41,63.5,Oil seeds,41.68,Black,10-26-26
9,19,19,24.4,59.68,Paddy,29.94,Clayey,14-35-14
6,31,13,37.61,56.44,Maize,61.31,Sandy,17-17-17
31,1,1,26.71,59.61,Barley,29.75,Sandy,28-28
38,4,2,35.3,65.91,Pulses,61.45,Black,28-28
8,13,14,26.25,48.11,Oil seeds,47.36,Clayey,DAP
34,0,0,23.41,47.11,Maize,60.88,Sandy,14-35-14
15,10,15,26.86,58.4,Millets,49.47,Loamy,14-35-14
23,22,0,30.4,64.62,Pulses,29.5,Clayey,20-20
9,10,3,31.84,63.65,Paddy,43.05,Clayey,17-17-17
9,21,15,35.66,67.28,Paddy,53.18,Loamy,10-26-26
4,25,9,32.88,53.21,Paddy,20,Black,17-17-17
35,0,2,27.68,46.99,Barley,22.43,Black,17-17-17
13,41,0,31.06,58.96,Millets,32.69,Sandy,DAP
14,12,16,29.43,42.86,Cotton,23.41,Clayey,DAP
10,32,7,33.89,55.98,Millets,45.78,Sandy,20-20
13,37,0,37.59,73,Ground Nuts,62.01,Red,10-26-26
7,11,13,27.06,58.24,Sugarcane,46.67,Sandy,20-20
38,0,0,32.94,59.38,Paddy,30.73,Black,14-35-14
6,33,5,28.39,51.88,Oil seeds,59.74,Loamy,DAP
19,41,2,31.18,55.41,Barley,33.33,Black,17-17-17
8,13,20,26.88,60.42,Barley,29.07,Black,20-20
21,22,3,28.78,46.7,Tobacco,36.68,Clayey,28-28
24,20,0,22.15,54.75,Barley,39.9,Clayey,28-28
5,10,13,34.37,52.58,Paddy,39.35,Red,10-26-26
16,36,4,38.93,72.2,Tobacco,68.8,Red,Urea
9,28,5,33.86,61.51,Sugarcane,60.88,Loamy,10-26-26
16,40,1,29.29,49.2,Cotton,35.91,Red,10-26-26
20,19,0,26.65,61.13,Cotton,36.81,Loamy,10-26-26
19,19,4,23.94,46.32,Millets,39.99,Black,Urea
20,19,0,30.97,58,Millets,39.5,Sandy,20-20
38,0,2,30.01,51.08,Tobacco,29.77,Black,DAP
22,23,0,27,61.54,Sugarcane,48.67,Sandy,17-17-17
9,17,20,23.87,50.93,Pulses,44.6,Clayey,14-35-14
36,3,4,37.83,58.79,Barley,52.48,Red,Urea
13,13,0,28,47.27,Tobacco,57.35,Clayey,Urea
9,8,0,28.02,63.79,Oil seeds,48.61,Loamy,17-17-17
5,15,4,29.13,67.17,Wheat,44.42,Black,28-28
25,28,0,34.41,62.43,Barley,33.3,Loamy,28-28
3,32,13,29.76,61.14,Pulses,53.09,Black,DAP
13,40,0,25.61,56.5,Ground Nuts,60.49,Loamy,10-26-26
33,0,0,22.49,46.82,Tobacco,30.38,Black,Urea
5,19,12,29.13,46.65,Ground Nuts,36.41,Loamy,14-35-14
18,28,2,31.29,60.08,Tobacco,42.87,Red,17-17-17
39,0,3,38.61,69.3,Paddy,41.21,Black,20-20
15,30,4,29.54,54.01,Pulses,70,Loamy,DAP
24,16,1,34.72,64.79,Maize,24.84,Clayey,20-20
14,29,2,33.47,61.96,Pulses,52.46,Sandy,20-20
9,36,0,30.67,67.01,Sugarcane,70,Loamy,28-28
11,12,1,23.84,40.88,Barley,64.6,Black,Urea
11,38,0,35.5,64.73,Pulses,50.91,Clayey,14-35-14
39,2,0,26.3,56.35,Sugarcane,38.58,Loamy,14-35-14
23,15,0,21.44,43.3,Cotton,36.7,Sandy,17-17-17
42,0,0,31.67,71.83,Sugarcane,25.15,Sandy,20-20
20,16,1,34.02,65.9,Wheat,36.28,Clayey,14-35-14
7,31,8,27.74,58.79,Wheat,39.22,Black,28-28
10,35,9,34.47,62.06,Pulses,31.47,Clayey,14-35-14
8,9,4,22.28,44.81,Oil seeds,70,Clayey,28-28
14,16,7,32.67,66.69,Sugarcane,70,Red,Urea
6,35,0,38.27,69.52,Millets,41.61,Black,DAP
9,18,1,34.72,55.96,Sugarcane,37.9,Sandy,10-26-26
39,2,1,24.93,55.08,Paddy,70,Red,Urea
8,16,10,29.31,44.74,Millets,47.53,Sandy,DAP
15,37,0,37.76,59.22,Pulses,56.24,Red,17-17-17
18,37,0,27.61,57.05,Ground Nuts,25.26,Red,20-20
32,4,4,24.83,54.72,Oil seeds,32.76,Black,10-26-26
10,35,5,33.76,53.8,Wheat,61.55,Black,DAP
7,41,0,40,60.45,Cotton,33.52,Black,17-17-17
18,20,4,36.02,74.78,Barley,38.64,Loamy,14-35-14
12,34,9,29.17,58.72,Oil seeds,20,Clayey,10-26-26
37,0,0,29.35,51.42,Sugarcane,70,Red,28-28
25,24,1,32.78,63.54,Pulses,36.29,Red,17-17-17
16,9,2,33.16,56.99,Pulses,39.99,Red,14-35-14
19,33,3,32.62,52.77,Maize,37.75,Red,Urea
1,16,17,32.78,73.78,Wheat,36.5,Sandy,Urea
38,0,0,22.5,43.53,Sugarcane,24.16,Loamy,10-26-26
13,40,0,30.9,58.59,Barley,38.32,Black,20-20
8,13,2,34.54,55.21,Paddy,45.01,Sandy,20-20
21,17,0,21.41,53.24,Ground Nuts,26.72,Loamy,14-35-14
37,0,4,29.97,69.39,Pulses,25.39,Red,10-26-26
7,32,6,25.29,61.48,Paddy,27.71,Red,Urea
6,30,9,32.78,68.98,Maize,42.07,Red,14-35-14
43,0,0,27.38,50.06,Pulses,24.55,Black,20-20
5,22,16,34.33,67.03,Ground Nuts,36.49,Red,DAP
40,0,0,20.45,45.71,Tobacco,55.91,Red,DAP
41,0,0,33.66,76.53,Millets,54.93,Black,DAP
42,0,3,27.79,51.33,Maize,28.88,Loamy,20-20
43,0,2,30.52,54.99,Millets,69.02,Loamy,10-26-26
39,0,0,28.83,64.74,Sugarcane,44.66,Red,28-28
19,22,0,31.78,66.32,Paddy,62.44,Red,17-17-17
35,0,0,28.49,61.78,Maize,47.46,Sandy,14-35-14
8,28,5,26.7,61.16,Wheat,69.76,Black,17-17-17
40,1,0,23.59,48.13,Sugarcane,28.61,Sandy,DAP
8,6,0,32.73,67.1,Barley,34.06,Loamy,28-28
7,29,4,33.44,67.04,Pulses,56.66,Loamy,10-26-26
8,34,5,27.3,58.19,Paddy,21.84,Loamy,DAP
11,31,12,30.79,53.82,Paddy,68.44,Loamy,14-35-14
6,14,20,28.67,55.3,Ground Nuts,38.91,Clayey,10-26-26
13,11,1,26.88,59.5,Barley,33,Black,14-35-14
11,11,0,25.28,48.16,Paddy,60.97,Black,28-28
12,38,4,39.78,59.7,Pulses,70,Sandy,DAP
4,24,13,25.07,48.14,Barley,38.76,Clayey,Urea
32,0,4,28.53,58.99,Millets,66.34,Red,14-35-14
35,0,3,23.38,59.24,Paddy,45.99,Sandy,10-26-26
9,7,3,26.95,52.13,Tobacco,54.83,Sandy,DAP
7,21,19,34.46,67.55,Maize,53.28,Black,DAP
41,0,0,30.24,57.35,Maize,39.81,Black,20-20
6,25,5,30.01,48.4,Cotton,35.35,Clayey,17-17-17
8,15,9,34.19,69.83,Paddy,62.1,Sandy,20-20
10,28,14,32.25,50.03,Cotton,66.47,Clayey,14-35-14
21,24,0,33.16,66.73,Maize,50.78,Loamy,28-28
10,10,1,37.12,70.82,Millets,39.36,Black,DAP
4,30,13,32.23,69.85,Ground Nuts,66.56,Black,Urea
25,20,2,38.56,68.08,Paddy,57.75,Sandy,10-26-26
40,2,0,27.12,58.16,Cotton,22.74,Black,Urea
13,38,2,24.73,51.53,Wheat,26.69,Loamy,17-17-17
10,16,16,29.05,63.39,Wheat,46.94,Loamy,DAP
24,15,0,28.36,52.45,Pulses,31.86,Red,14-35-14
4,32,9,37.97,57.61,Wheat,56.51,Loamy,DAP
15,33,2,31.75,49.36,Wheat,57.18,Clayey,14-35-14
38,1,0,39.48,79.62,Maize,45,Red,17-17-17
10,37,4,31.73,51.04,Tobacco,30.08,Loamy,DAP
35,0,3,32.2,72.21,Barley,60.57,Loamy,10-26-26
41,0,0,33.52,56.48,Wheat,24.69,Sandy,DAP
20,22,0,35.4,66.88,Pulses,56.01,Clayey,20-20
6,12,16,28.75,56.3,Millets,63.61,Sandy,Urea
8,32,0,27.28,44.46,Oil seeds,51.74,Clayey,14-35-14
42,1,0,33.78,69.12,Ground Nuts,20.23,Loamy,20-20
11,34,0,28.26,60.74,Ground Nuts,38.67,Red,14-35-14
39,0,4,32.33,64.89,Ground Nuts,54.65,Loamy,Urea
10,10,3,39.82,68.1,Paddy,26.42,Red,17-17-17
16,11,3,23.86,58.39,Oil seeds,20.05,Loamy,17-17-17
16,45,0,22.59,56.96,Barley,27.15,Red,10-26-26
10,34,2,25.76,66.93,Ground Nuts,23.29,Red,DAP
6,17,0,24.38,52.1,Wheat,61.63,Black,DAP
8,26,9,24.99,61.19,Sugarcane,45.63,Black,28-28
13,10,0,26.32,57.42,Pulses,33.27,Clayey,28-28
5,7,0,25.92,59.83,Sugarcane,38.31,Red,14-35-14
12,10,0,35,75.25,Sugarcane,35.02,Loamy,17-17-17
12,15,0,26.66,68.27,Barley,47.59,Sandy,10-26-26
18,21,0,20.3,54.28,Pulses,45.3,Red,14-35-14
37,0,3,25.23,45.43,Cotton,37.13,Black,17-17-17
40,0,3,30.71,56.46,Ground Nuts,43.4,Clayey,14-35-14
10,41,2,33.8,58.42,Sugarcane,63.96,Clayey,10-26-26
24,20,0,25.47,48.38,Millets,36,Black,10-26-26
6,29,5,26.75,60.71,Oil seeds,69.47,Red,17-17-17
40,0,3,31.97,52.19,Oil seeds,32.94,Black,14-35-14
42,0,0,30.06,63.8,Maize,35.07,Red,14-35-14
39,0,3,25.45,53.33,Oil seeds,23.38,Loamy,Urea
14,12,9,38.04,64.69,Pulses,48.58,Clayey,DAP
14,36,0,40,75.91,Ground Nuts,41.53,Red,DAP
45,0,0,26.7,49.6,Paddy,42.38,Red,17-17-17
6,13,0,30.02,65.59,Barley,54.31,Loamy,14-35-14
9,17,1,30.26,44.92,Cotton,59.46,Black,14-35-14
3,20,12,24.6,42.57,Paddy,45.33,Clayey,10-26-26
5,17,14,30.5,56.85,Tobacco,37.55,Red,20-20
10,37,0,33.02,75.26,Paddy,31.06,Red,10-26-26
10,12,0,28.62,46.23,Millets,66.04,Red,DAP
8,35,3,29.99,69.45,Pulses,20,Loamy,10-26-26
5,26,5,25.88,62.12,Maize,69.37,Black,14-35-14
20,25,0,30.13,68.83,Tobacco,49.19,Clayey,20-20
21,17,0,34.13,72.64,Tobacco,46.55,Black,Urea
10,36,8,32.58,55.89,Oil seeds,49.25,Red,17-17-17
10,9,18,31.89,67.32,Maize,55.3,Loamy,17-17-17
8,11,17,32.95,48.92,Millets,32.88,Black,17-17-17
15,14,1,35.37,75.72,Oil seeds,32.49,Red,DAP
14,36,0,31.8,60.45,Barley,29.67,Black,17-17-17
13,11,16,26.49,68.8,Millets,49.84,Clayey,28-28
43,2,4,38.31,61.97,Cotton,48.6,Sandy,DAP
38,3,3,36.93,64.85,Oil seeds,47.1,Red,14-35-14
15,15,11,21.89,47.55,Cotton,20,Clayey,17-17-17
17,18,2,40,75.07,Sugarcane,38.95,Clayey,17-17-17
7,31,7,37.05,69.76,Tobacco,48.65,Black,17-17-17
11,13,0,33.03,57.67,Tobacco,46.12,Clayey,DAP
8,14,0,30.6,60.9,Wheat,57.87,Red,Urea
6,31,11,32.22,60.78,Sugarcane,34.61,Red,17-17-17
35,0,0,32.77,60.31,Oil seeds,32.09,Loamy,DAP
12,29,10,29.89,52.86,Millets,50.67,Sandy,Urea
13,40,4,35.93,68.53,Ground Nuts,36.36,Sandy,Urea
14,39,0,37.85,64.18,Cotton,57.45,Sandy,Urea
30,0,0,24.66,47.81,Ground Nuts,24.37,Sandy,DAP
40,0,0,28.48,69.99,Tobacco,27.05,Black,DAP
39,1,0,35.25,55.27,Cotton,39.3,Loamy,10-26-26
22,20,0,32.92,51.51,Pulses,35.47,Black,28-28
36,0,3,39.3,71.67,Pulses,43.17,Sandy,Urea
